cell_size_m,210.099
rows,216,cols,34
,,-7.263,-9.984,-16.738,-21.052,-21.533,-18.124,-24.99,-24.429,-28.244,-24.065,-23.42,-12.725,-7.734,-8.12,-2.802,2.371,-0.223,5.189,,,,,,,,,,,,,,
,,-11.461,-17.633,-19.215,-23.068,-22.929,-22.976,-20.829,-21.233,-17.827,-14.156,-10.12,-3.622,-0.579,-0.372,5.358,5.448,2.266,4.035,,,,,,,,,,,,,,
,,-20.739,-20.159,-24.333,-27.844,-29.322,-24.956,-19.632,-20.929,-18.57,-6.101,-2.054,1.295,6.404,10.027,8.115,5.403,4.779,2.162,,,,,,,,,,,,,,
,,-22.933,-28.761,-26.147,-28.517,-25.199,-24.214,-15.372,-16.864,-8.414,-0.862,-3.217,1.631,8.912,12.121,10.44,7.597,4.628,-1.106,,,,,,,,,,,,,,
,,-31.674,-32.16,-29.356,-28.754,-25.052,-18.641,-8.333,-4.814,-1.322,-0.86,-6.697,-0.953,6.822,6.62,6.038,6.638,-3.107,-7.347,,,,,,,,,,,,,,
,,-29.368,-29.77,-27.203,-27.744,-18.192,-5.555,2.233,2.944,-1.773,-7.636,-8.855,0.374,7.057,4.539,3.452,0.086,-8.086,-6.207,-9.181,,,,,,,,,,,,,
,,-27.099,-26.656,-23.03,-18.222,-9.334,0.311,2.935,-2.414,-10.734,-6.583,-1.98,3.121,0.622,0.475,0.779,-5.552,-8.444,-7.08,-6.645,,,,,,,,,,,,,
,,-20.621,-20.054,-13.406,-10.494,-3.42,-0.176,-3.003,-7.898,-2.222,1.756,7.661,5.04,2.891,-1.629,-1.259,1.606,-7.341,-6.324,-6.765,,,,,,,,,,,,,
,,-11.921,-8.678,-8.384,-4.653,-0.425,-1.694,-1.439,-2.336,4.267,5.615,8.932,8.26,6.73,0.859,-0.452,-5.733,-9.875,-4.959,-7.121,,,,,,,,,,,,,
,,-11.567,-6.782,0.518,2.605,2.095,1.964,5.931,5.947,7.848,9.106,9.391,8.57,7.233,3.946,1.006,-3.499,-4.988,-3.697,-2.991,,,,,,,,,,,,,
,,,-2.199,-0.522,2.196,2.384,9.175,6.882,7.846,7.121,10.245,9.281,6.81,7.779,4.964,-0.499,-4.288,-2.856,-1.312,-4.125,,,,,,,,,,,,,
,,,1.533,-0.497,2.0,2.271,10.022,7.675,6.065,7.179,8.749,4.388,6.211,3.964,-2.823,-5.383,-6.423,-4.833,-6.486,-6.484,,,,,,,,,,,,,
